blob_home,data_root,batch_id,image_id,cutout_num,datetime,cutout_id,cutout_path,is_primary,extends_border,cutout_version,schema_version,area,scientific_name,common_name,USDA_symbol,EPPO,authority,collection_location,polygon_id,hex,r,g,b,area_bbox,area_convex,axis_major_length,axis_minor_length,centroid0,centroid1,eccentricity,extent,solidity,perimeter,is_green,green_sum
data,semifield-cutouts,MD_2022-07-06,MD_Row-10_1657112115,0,2022:07:06 20:52:12,MD_Row-10_1657112115_0,MD_2022-07-06/MD_Row-10_1657112115_0.png,True,True,1.0,1.0,113865.0,Chenopodium album,Common lambsquarters,CHAL7,CHEAL,Linnaeus,MD,,#60e88e,96,232,142,257591.0,174303.0,965.7843108121341,494.4006068196633,683.1808821449624,781.3531106222681,2.610969329918924,1.2521382200424394,2.048070924908313,4560.902125383913,True,89665
data,semifield-cutouts,MD_2022-07-06,MD_Row-10_1657112115,1,2022:07:06 20:52:12,MD_Row-10_1657112115_1,MD_2022-07-06/MD_Row-10_1657112115_1.png,False,True,1.0,1.0,293269.0,Chenopodium album,Common lambsquarters,CHAL7,CHEAL,Linnaeus,MD,,#60e88e,96,232,142,821909.0,491203.0,1018.1391336725312,846.1458596024031,1611.2745393847558,1849.6319015822821,3.0029817919021466,2.3393889659547176,3.4278636385756407,7694.171603667224,True,205711
data,semifield-cutouts,MD_2022-07-06,MD_Row-10_1657112115,2,2022:07:06 20:52:12,MD_Row-10_1657112115_2,MD_2022-07-06/MD_Row-10_1657112115_2.png,False,True,1.0,1.0,702300.0,Chenopodium album,Common lambsquarters,CHAL7,CHEAL,Linnaeus,MD,,#60e88e,96,232,142,1372471.0,1080401.0,2151.975392397221,1370.0628782688734,4464.000379249441,7340.422830385817,8.30989867456226,6.635204113407804,8.92001269676035,14874.17250101097,True,498922
data,semifield-cutouts,MD_2022-07-06,MD_Row-10_1657112115,3,2022:07:06 20:52:12,MD_Row-10_1657112115_3,MD_2022-07-06/MD_Row-10_1657112115_3.png,False,True,1.0,1.0,61969.0,Chenopodium album,Common lambsquarters,CHAL7,CHEAL,Linnaeus,MD,,#60e88e,96,232,142,111931.0,75502.0,1009.42986930148,526.0668564675645,1139.57015499578,2082.9622359997165,5.825223845185363,3.8366590550963604,5.651619542007814,3223.8481220460017,True,42383
data,semifield-cutouts,MD_2022-07-06,MD_Row-10_1657112115,4,2022:07:06 20:52:12,MD_Row-10_1657112115_4,MD_2022-07-06/MD_Row-10_1657112115_4.png,False,True,1.0,1.0,252553.0,Chenopodium album,Common lambsquarters,CHAL7,CHEAL,Linnaeus,MD,,#60e88e,96,232,142,600223.0,396020.0,1350.0286735377458,900.935870620888,2183.4160980365614,2477.7285388303685,4.095080420342812,2.394477358576959,4.037314233994274,6953.4334008693495,True,190607
data,semifield-cutouts,MD_2022-07-06,MD_Row-10_1657112115,5,2022:07:06 20:52:12,MD_Row-10_1657112115_5,MD_2022-07-06/MD_Row-10_1657112115_5.png,False,True,1.0,1.0,247339.0,Chenopodium album,Common lambsquarters,CHAL7,CHEAL,Linnaeus,MD,,#60e88e,96,232,142,520068.0,358413.0,1493.8603629402235,953.0552614409542,1710.3804676864702,1530.0978399915243,4.470917102467565,3.6665440904049973,5.186617718610857,7571.641553671062,True,176670
data,semifield-cutouts,MD_2022-07-06,MD_Row-10_1657112115,6,2022:07:06 20:52:12,MD_Row-10_1657112115_6,MD_2022-07-06/MD_Row-10_1657112115_6.png,False,True,1.0,1.0,61894.0,Chenopodium album,Common lambsquarters,CHAL7,CHEAL,Linnaeus,MD,,#60e88e,96,232,142,167182.0,93407.0,554.0226607310556,425.47743438969445,414.5911890771675,332.14832538546693,1.225459798926964,1.0123021646340016,1.5293975144802845,2529.8754672564705,True,46543
data,semifield-cutouts,MD_2022-07-06,MD_Row-10_1657112115,7,2022:07:06 20:52:12,MD_Row-10_1657112115_7,MD_2022-07-06/MD_Row-10_1657112115_7.png,False,True,1.0,1.0,1096049.0,Chenopodium album,Common lambsquarters,CHAL7,CHEAL,Linnaeus,MD,,#60e88e,96,232,142,2492592.0,1909602.0,1695.6298330410418,1448.5335422289502,4624.962440702804,4282.903984397841,4.1080189460125105,2.8168468171889227,3.8850091596188148,20399.430144922957,True,737705
data,semifield-cutouts,MD_2022-07-06,MD_Row-10_1657112115,8,2022:07:06 20:52:12,MD_Row-10_1657112115_8,MD_2022-07-06/MD_Row-10_1657112115_8.png,False,True,1.0,1.0,35791.0,Chenopodium album,Common lambsquarters,CHAL7,CHEAL,Linnaeus,MD,,#60e88e,96,232,142,72875.0,49564.0,461.3266588968969,252.6374190309135,522.3313885261207,506.22625123682536,3.3319637716879136,2.4948068962799823,3.6149495552820325,1791.1910883277594,True,24342
data,semifield-cutouts,MD_2022-07-06,MD_Row-10_1657112115,9,2022:07:06 20:52:12,MD_Row-10_1657112115_9,MD_2022-07-06/MD_Row-10_1657112115_9.png,False,True,1.0,1.0,238300.0,Chenopodium album,Common lambsquarters,CHAL7,CHEAL,Linnaeus,MD,,#60e88e,96,232,142,509854.0,344648.0,1467.3365911379537,829.8703756410125,1254.2659964355962,1709.328998909956,3.3358201593139998,2.082522236671122,3.229600722721531,7006.923732877471,True,180636
data,semifield-cutouts,MD_2022-07-06,MD_Row-10_1657112115,10,2022:07:06 20:52:12,MD_Row-10_1657112115_10,MD_2022-07-06/MD_Row-10_1657112115_10.png,False,True,1.0,1.0,85921.0,Chenopodium album,Common lambsquarters,CHAL7,CHEAL,Linnaeus,MD,,#60e88e,96,232,142,156991.0,98713.0,1007.2772246613023,557.8862374519264,1173.3437092402996,1294.9842481669539,4.169701088709797,2.9980916130958337,4.57536850754078,3180.1862171626253,True,66508
data,semifield-cutouts,MD_2022-07-06,MD_Row-10_1657112115,11,2022:07:06 20:52:12,MD_Row-10_1657112115_11,MD_2022-07-06/MD_Row-10_1657112115_11.png,False,True,1.0,1.0,189668.0,Chenopodium album,Common lambsquarters,CHAL7,CHEAL,Linnaeus,MD,,#60e88e,96,232,142,378645.0,264891.0,1303.2755287607902,820.6304735172291,1488.4413521823317,1488.5213841898733,3.6475078062295,3.34346528775668,4.413912127007528,6178.091121670617,True,144030
data,semifield-cutouts,MD_2022-07-06,MD_Row-10_1657112115,12,2022:07:06 20:52:12,MD_Row-10_1657112115_12,MD_2022-07-06/MD_Row-10_1657112115_12.png,False,True,1.0,1.0,42814.0,Chenopodium album,Common lambsquarters,CHAL7,CHEAL,Linnaeus,MD,,#60e88e,96,232,142,138054.0,61983.0,670.8103850309907,311.8744215787384,507.02905242061706,504.1143679832453,2.369239079828117,1.6927081216823687,2.472305628782666,2763.5394641809,True,30216
data,semifield-cutouts,MD_2022-07-06,MD_Row-10_1657112115,13,2022:07:06 20:52:12,MD_Row-10_1657112115_13,MD_2022-07-06/MD_Row-10_1657112115_13.png,False,True,1.0,1.0,545781.0,Chenopodium album,Common lambsquarters,CHAL7,CHEAL,Linnaeus,MD,,#60e88e,96,232,142,1247264.0,841641.0,1548.8077262733211,1162.9133786530551,2564.4079525527955,4039.8716019021076,4.547969745333986,3.8244781316423575,5.345315290501331,10412.211501124011,True,415623
data,semifield-cutouts,MD_2022-07-06,MD_Row-10_1657112115,14,2022:07:06 20:52:12,MD_Row-10_1657112115_14,MD_2022-07-06/MD_Row-10_1657112115_14.png,False,True,1.0,1.0,102156.0,Chenopodium album,Common lambsquarters,CHAL7,CHEAL,Linnaeus,MD,,#60e88e,96,232,142,242918.0,153818.0,939.5986980397977,571.7790927124107,1153.688032432346,1321.8188684555298,4.11569375841537,2.7120448767686884,4.274959465145084,4141.646245367447,True,66668
data,semifield-cutouts,MD_2022-07-06,MD_Row-10_1657112115,15,2022:07:06 20:52:12,MD_Row-10_1657112115_15,MD_2022-07-06/MD_Row-10_1657112115_15.png,False,True,1.0,1.0,105143.0,Chenopodium album,Common lambsquarters,CHAL7,CHEAL,Linnaeus,MD,,#60e88e,96,232,142,234885.0,137647.0,1409.7569115019344,555.1953597178147,1506.7495810831465,1818.283151150274,5.512733458007345,2.7110272513268963,5.1203754205739695,4213.806670954408,True,74331
data,semifield-cutouts,MD_2022-07-06,MD_Row-10_1657112115,16,2022:07:06 20:52:12,MD_Row-10_1657112115_16,MD_2022-07-06/MD_Row-10_1657112115_16.png,False,True,1.0,1.0,26738.0,Chenopodium album,Common lambsquarters,CHAL7,CHEAL,Linnaeus,MD,,#60e88e,96,232,142,48725.0,32521.0,462.76682955228273,307.9415270464689,535.5813029463368,645.6412498611276,2.8295666460371893,2.426215113612041,3.519497421148999,1538.6458864299484,True,13034
